Iteration No,Io,gain_db,gain_fo,gain_lower,gain_upper,freq_lower,freq_upper,iip3_dbm,s11_db,s12_db,s21_db,s22_db,Kf,nf_db,p_source,gm1,vdsat,vg,vd,vs,
14,0.001040138,9.993654,13.18153,6.993654,12.7959,10000000.0,2000000000.0,9.730089692625114,-10.7537,-66.3621,-86.0823,-8.26956e-07,3.8840461691948076,4.153254,0.004275496,0.01891542,0.06113675,0.6346948,0.6009096,0.2410112,
15,0.001051484,9.861853,13.19295,6.861853,12.81379,10000000.0,2000000000.0,9.296783337468412,-10.8527,-66.3578,-86.0481,-8.22733e-07,3.8525689698097203,4.132292,0.004329394,0.01910829,0.06127316,0.6392901,0.5985395,0.2441728,
16,0.001058883,10.097597,13.27124,7.097597,12.88854,10000000.0,2000000000.0,8.055679968378683,-10.6795,-66.258,-85.8642,-8.28147e-07,3.753524733629208,4.109825,0.004374827,0.0192189,0.06143134,0.6444416,0.5873309,0.2470417,
17,0.001068332,9.91045,13.25961,6.91045,12.88284,10000000.0,2000000000.0,7.94766234310427,-10.8269,-66.2795,-85.8682,-8.22836e-07,3.7462473313703724,4.096607,0.004416982,0.01937068,0.06150276,0.6471751,0.5873679,0.2490015,
18,0.001074829,10.104498,13.3262,7.104498,12.94634,10000000.0,2000000000.0,6.924810586778349,-10.6659,-66.1895,-85.6935,-8.277279999999999e-07,3.6561769795372343,4.076708,0.004457931,0.01946629,0.06164936,0.6519163,0.5767289,0.2516199,
19,0.001083832,9.913086,13.31145,6.913086,12.93734,10000000.0,2000000000.0,6.890558448535259,-10.8145,-66.2157,-85.7058,-8.221869999999999e-07,3.653093792721552,4.064684,0.004497397,0.01961517,0.06168906,0.6542763,0.5773603,0.2534192,
20,0.001089405,10.135811,13.3738,7.135811,12.99446,10000000.0,2000000000.0,6.029777206068644,-10.6437,-66.1338,-85.5484,-8.26356e-07,3.57198633477853,4.047023,0.004533682,0.01970695,0.06185374,0.6586174,0.567326,0.2557802,
21,0.001097899,9.906647,13.35531,6.906647,12.98182,10000000.0,2000000000.0,6.043686561802957,-10.8063,-66.163,-85.5687,-8.20922e-07,3.57406375989841,4.036169,0.00457043,0.01984477,0.06190032,0.6607613,0.5685266,0.2574269,
22,0.001102577,10.120813,13.40354,7.120813,13.02751,10000000.0,2000000000.0,5.268444501780181,-10.6356,-66.0922,-85.4145,-8.24798e-07,3.499192277058049,4.02244,0.004602199,0.01991127,0.06202002,0.6646632,0.5590906,0.2595418,
23,0.00111063,9.922051,13.38404,6.922051,13.01348,10000000.0,2000000000.0,5.336902048704943,-10.7767,-66.1266,-85.4447,-8.19041e-07,3.5044530315819284,4.01354,0.004636189,0.02004893,0.06202356,0.6663925,0.5608558,0.2610248,
24,0.00111448,10.132939,13.43227,7.132939,13.06023,10000000.0,2000000000.0,4.64823758902665,-10.6111,-66.058,-85.3031,-8.22873e-07,3.4365156074720105,4.000546,0.00466358,0.02011631,0.06214739,0.6698634,0.5520099,0.2628958,
25,0.001115771,9.905583,13.40441,6.905583,13.03581,10000000.0,2000000000.0,5.137654434838964,-10.7915,-66.1098,-85.4108,-8.186489999999999e-07,3.4839562697226265,4.005583,0.004660977,0.02014572,0.06208459,0.6673077,0.5580115,0.2614377,
26,0.00111711,10.112138999999999,13.44231,7.112139,13.07037,10000000.0,2000000000.0,4.548252463775867,-10.6257,-66.0491,-85.2812,-8.22694e-07,3.424942373534224,3.996801,0.004675927,0.02016472,0.06213969,0.6697758,0.5502594,0.2627175,
27,0.00111796,9.904357000000001,13.41355,6.904357,13.045,10000000.0,2000000000.0,5.0835647234046775,-10.7954,-66.1053,-85.4001,-8.18364e-07,3.4769662585429124,4.004249,0.004670594,0.02018675,0.06207345,0.666828,0.5567699,0.2609905,
28,0.001117973,10.109766,13.45125,7.109766,13.07872,10000000.0,2000000000.0,4.557959361236769,-10.6329,-66.0455,-85.2802,-8.2277e-07,3.423518635608377,3.997275,0.004678669,0.020188,0.06209921,0.6685163,0.549571,0.2617716,
29,0.001118847,9.901531,13.42283,6.901531,13.05361,10000000.0,2000000000.0,5.093836435576478,-10.8025,-66.1016,-85.3984,-8.183949999999999e-07,3.475018139406493,4.004428,0.004673375,0.02021246,0.06202262,0.6655543,0.5560836,0.2600644,
30,0.001119043,10.107835,13.46123,7.107835,13.08785,10000000.0,2000000000.0,4.5634220254021045,-10.6382,-66.0415,-85.2761,-8.22582e-07,3.419706553720567,3.996362,0.00468229,0.02022295,0.06201817,0.6672647,0.5488032,0.2609474,
31,0.001119895,9.900074,13.43287,6.900074,13.0628,10000000.0,2000000000.0,5.100504742357003,-10.8073,-66.0975,-85.3944,-8.182270000000001e-07,3.4711779093508177,4.003588,0.004676865,0.02024688,0.06194232,0.6643034,0.5553367,0.2592407,
32,0.001119257,10.107311,13.47578,7.107311,13.09909,10000000.0,2000000000.0,4.616713324851304,-10.6487,-66.0359,-85.2868,-8.22779e-07,3.422433509814854,3.996806,0.004681554,0.0202467,0.0620027,0.6655994,0.5483872,0.2596911,
33,0.001120077,9.899313,13.44698,6.899313,13.07372,10000000.0,2000000000.0,5.151940539267343,-10.8177,-66.0919,-85.4049,-8.18495e-07,3.474159012569201,4.004318,0.004676066,0.02026774,0.06193882,0.6626948,0.5549112,0.2579938,
34,0.001120078,10.105684,13.48425,7.105684,13.107,10000000.0,2000000000.0,4.620084159000541,-10.6546,-66.0322,-85.2848,-8.228859999999999e-07,3.4207128294515847,3.997269,0.004684273,0.02026818,0.06196783,0.664463,0.5476783,0.258827,
35,0.001120901,9.897317000000001,13.45548,6.897317,13.08166,10000000.0,2000000000.0,5.154727536745938,-10.8236,-66.0881,-85.4027,-8.186070000000001e-07,3.472303502459375,4.004754,0.004678786,0.02028924,0.06190407,0.6615759,0.5542122,0.2571442,
36,0.001121292,10.104842999999999,13.49211,7.104843,13.11452,10000000.0,2000000000.0,4.600434977510176,-10.6585,-66.0284,-85.2792,-8.22842e-07,3.416998826632332,3.996996,0.004689194,0.02029474,0.061943,0.6636861,0.5468127,0.2582107,
37,0.001122094,9.896566,13.46348,6.896566,13.08932,10000000.0,2000000000.0,5.135633102310749,-10.8275,-66.0842,-85.3973,-8.18585e-07,3.468636498381323,4.004511,0.004683574,0.02031543,0.06187918,0.6607958,0.5533684,0.2565273,
38,0.00112223,10.103321000000001,13.49998,7.103321,13.12193,10000000.0,2000000000.0,4.596310094340623,-10.6636,-66.025,-85.2763,-8.22878e-07,3.4147655062125453,3.997228,0.004692617,0.02031742,0.06191283,0.6627169,0.5460837,0.2574659,
39,0.001123033,9.895185999999999,13.47151,6.895186,13.09688,10000000.0,2000000000.0,5.130274190127452,-10.8324,-66.0807,-85.3941,-8.18642e-07,3.4662790353637747,4.004744,0.004686993,0.020338,0.06184971,0.6598358,0.552636,0.2557877,
40,0.001123332,10.102278,13.50744,7.102278,13.12905,10000000.0,2000000000.0,4.581821438730742,-10.6676,-66.0216,-85.2718,-8.22844e-07,3.4116500557161733,3.997135,0.004696985,0.02034203,0.0618877,0.6619253,0.5452941,0.2568445,
41,0.001124149,9.894966,13.47985,6.894966,13.10467,10000000.0,2000000000.0,5.117736187100434,-10.8352,-66.0768,-85.3885,-8.18528e-07,3.4621326929771374,4.004086,0.004691295,0.02036741,0.06180164,0.6589774,0.5518394,0.2551812,
42,0.001123929,10.101751,13.5174,7.101751,13.1378,10000000.0,2000000000.0,4.6060425600739165,-10.6716,-66.0178,-85.27,-8.227220000000001e-07,3.4089784817625617,3.9966,0.004698198,0.02037276,0.06178619,0.6604614,0.544708,0.2559269,
43,0.001124754,9.894091,13.4898,6.894091,13.11343,10000000.0,2000000000.0,5.142376962930257,-10.8392,-66.0729,-85.3866,-8.184179999999999e-07,3.4593715793063917,4.003572,0.004692515,0.02039795,0.06170164,0.6575266,0.5512606,0.2542709,
44,0.001123979,10.102216,13.53293,7.102216,13.1532,10000000.0,2000000000.0,4.657047224621266,-10.6821,-66.0099,-85.2776,-8.23347e-07,3.4111711821363344,3.996939,0.004696689,0.02039742,0.06174943,0.6588145,0.5443609,0.2547538,
45,0.001124775,9.894386,13.50455,6.894386,13.12825,10000000.0,2000000000.0,5.189458089179396,-10.8498,-66.0652,-85.3942,-8.191499999999999e-07,3.462123069808781,4.004451,0.00469104,0.02041743,0.06168873,0.6559825,0.5509002,0.253108,
46,0.001124823,10.102122999999999,13.54048,7.102123,13.16029,10000000.0,2000000000.0,4.649511369896189,-10.6857,-66.0063,-85.2742,-8.23437e-07,3.408863317257708,3.997301,0.004699811,0.02041761,0.06172388,0.6579135,0.5436257,0.2540506,
47,0.001125618,9.894176999999999,13.51225,6.894177,13.13548,10000000.0,2000000000.0,5.180411991942549,-10.8534,-66.0614,-85.3905,-8.19261e-07,3.4596690751100483,4.004765,0.004694152,0.02043758,0.06166331,0.655097,0.5501626,0.2524168,
48,0.001125894,10.102516999999999,13.54759,7.102517,13.16709,10000000.0,2000000000.0,4.626776642661085,-10.688,-66.0026,-85.2683,-8.234429999999999e-07,3.4052619209902737,3.997146,0.004704248,0.02044068,0.06170448,0.657252,0.5427898,0.2535143,
49,0.001126672,9.894715,13.51944,6.894715,13.14235,10000000.0,2000000000.0,5.159040678802086,-10.8557,-66.0578,-85.385,-8.19275e-07,3.4562080596878735,4.004653,0.004698466,0.02046038,0.06164373,0.6544317,0.5493607,0.2518805,
50,0.001126817,10.102181999999999,13.55448,7.102182,13.17362,10000000.0,2000000000.0,4.615105945522359,-10.6912,-65.9995,-85.2645,-8.234629999999999e-07,3.4027154139565945,3.99733,0.00470784,0.02046161,0.06168231,0.6564854,0.5420688,0.2529101,
